epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1545.69,1.24544,1.57561,1.60442,0.346,0.54882,0.3926,0.26394,1.29478,1.68501,1.81957,0.000749939,0.000749939,0.000749939
26,1605.68,1.21664,1.56937,1.59225,0.35206,0.49669,0.4189,0.29113,1.24444,1.618,1.80866,0.000721645,0.000721645,0.000721645
27,1666,1.13309,1.48208,1.52375,0.34436,0.52135,0.4077,0.28707,1.21745,1.58541,1.76635,0.000693351,0.000693351,0.000693351
28,1726.85,1.04884,1.31545,1.46202,0.36773,0.45209,0.40015,0.27901,1.20253,1.61657,1.76793,0.000665057,0.000665057,0.000665057
29,1786.68,1.17872,1.54215,1.56881,0.75374,0.47885,0.41293,0.27677,1.2266,1.58023,1.78787,0.000636762,0.000636762,0.000636762
30,1846.91,1.13279,1.44237,1.53285,0.73325,0.45448,0.41309,0.2914,1.21737,1.5807,1.77721,0.000608468,0.000608468,0.000608468
31,1906.64,1.14539,1.55442,1.52502,0.374,0.51583,0.42624,0.29663,1.18791,1.5046,1.72928,0.000580174,0.000580174,0.000580174
32,1965.49,1.11611,1.38941,1.49995,0.40701,0.44591,0.41835,0.29726,1.18639,1.52931,1.73521,0.00055188,0.00055188,0.00055188
33,2024.83,1.12388,1.39126,1.52159,0.41147,0.45709,0.42385,0.29573,1.17472,1.52007,1.74617,0.000523586,0.000523586,0.000523586
34,2083.77,1.00478,1.31007,1.40117,0.40603,0.49922,0.43384,0.2968,1.16391,1.52697,1.72257,0.000495291,0.000495291,0.000495291
35,2149.34,1.00701,1.24856,1.4207,0.42384,0.4791,0.43917,0.30064,1.19303,1.5462,1.74717,0.000466997,0.000466997,0.000466997
36,2208.35,1.04723,1.3477,1.46266,0.42564,0.45745,0.44284,0.31175,1.16769,1.50936,1.71219,0.000438703,0.000438703,0.000438703
37,2266.71,1.0629,1.30401,1.46922,0.36534,0.52916,0.43835,0.30786,1.17467,1.53555,1.7137,0.000410409,0.000410409,0.000410409
38,2325.57,1.04794,1.26116,1.44835,0.39264,0.47401,0.43011,0.2995,1.13724,1.50347,1.68105,0.000382115,0.000382115,0.000382115
39,2382.92,1.08123,1.3535,1.49006,0.37261,0.5028,0.42407,0.30714,1.11617,1.52756,1.64885,0.00035382,0.00035382,0.00035382
40,2441.21,1.02452,1.26172,1.4159,0.40657,0.46682,0.43714,0.32056,1.07802,1.49198,1.61377,0.000325526,0.000325526,0.000325526
41,2498.99,0.99517,1.34198,1.46739,0.45428,0.4472,0.4534,0.3352,1.06427,1.47389,1.59469,0.000297232,0.000297232,0.000297232
42,2555.55,0.95494,1.32062,1.44756,0.4437,0.45586,0.45063,0.33382,1.08809,1.47622,1.62228,0.000268938,0.000268938,0.000268938
43,2611.85,0.97785,1.33934,1.43966,0.79471,0.43905,0.44447,0.32611,1.11838,1.48176,1.65436,0.000240644,0.000240644,0.000240644
44,2666.43,0.9656,1.25358,1.43418,0.42494,0.46707,0.44024,0.3306,1.07364,1.48592,1.63056,0.000212349,0.000212349,0.000212349
45,2721.52,0.9558,1.19954,1.41227,0.42355,0.44666,0.42567,0.32118,1.05247,1.52265,1.60774,0.000184055,0.000184055,0.000184055
46,2778.13,0.88835,1.14779,1.37243,0.43063,0.45828,0.43424,0.32494,1.03719,1.50154,1.58903,0.000155761,0.000155761,0.000155761
47,2834.89,0.92894,1.16566,1.38353,0.42773,0.47206,0.44161,0.33009,1.02549,1.48166,1.57017,0.000127467,0.000127467,0.000127467
48,2890.8,0.88287,1.1202,1.38811,0.42257,0.4718,0.44378,0.33087,1.01865,1.48456,1.56453,9.91726e-05,9.91726e-05,9.91726e-05
49,2947.78,0.86072,1.0753,1.33671,0.38844,0.55943,0.44033,0.3307,1.00639,1.46858,1.55151,7.08784e-05,7.08784e-05,7.08784e-05
50,3005.61,0.89037,1.11719,1.36163,0.38437,0.54432,0.44432,0.33617,1.00331,1.46801,1.55013,4.25842e-05,4.25842e-05,4.25842e-05
