unix_ts,t_s,L,F,X,Y,Z
1777751518.481,77.210,616,0,0,0,0
1777751635.898,2.590,0,0,0,0,0
1777751635.913,2.606,0,0,0,0,0
1777751637.896,4.589,105,0,4163,4163,0
1777751638.035,4.685,108,0,6976,6976,0
1777751638.104,4.796,108,0,6848,0,0
1777751638.200,4.893,106,0,7168,7168,0
1777751638.312,5.004,108,0,6784,0,0
1777751638.409,5.101,109,0,5696,0,0
1777751638.520,5.212,108,0,10368,10368,0
1777751638.616,5.309,109,0,6592,0,0
1777751638.727,5.420,108,0,4992,0,0
1777751638.840,5.532,109,0,4736,4736,0
1777751638.935,5.628,109,0,8064,0,0
1777751639.048,5.740,109,0,3296,3296,0
1777751639.143,5.836,108,0,8320,0,0
1777751639.255,5.948,111,0,3808,0,0
1777751639.367,6.060,109,0,6016,6016,0
1777751639.463,6.156,109,0,6528,0,0
1777751639.575,6.268,109,0,4064,4064,0
1777751639.672,6.364,109,0,5696,0,0
1777751639.783,6.475,109,0,11392,0,0
1777751639.895,6.587,108,0,4000,4000,0
1777751639.992,6.683,109,0,8128,0,0
1777751640.102,6.795,109,0,6592,6592,0
1777751640.198,6.891,109,0,6144,0,0
1777751640.310,7.003,109,0,13696,0,0
1777751640.407,7.099,108,0,3680,3680,0
1777751640.518,7.211,116,0,12416,0,0
1777751640.617,7.308,109,0,6976,0,0
1777751640.727,7.419,110,0,7872,7872,0
1777751640.822,7.515,109,0,7744,0,0
1777751640.934,7.627,108,0,8448,8448,0
1777751641.046,7.738,110,0,3904,0,0
1777751641.142,7.835,108,0,11008,0,0
1777751641.254,7.946,109,0,5376,5376,0
1777751641.350,8.042,108,0,4800,0,0
1777751641.461,8.154,109,0,5632,0,0
1777751641.573,8.266,105,0,180,180,0
1777751641.669,8.362,102,0,164,0,0
1777751641.781,8.474,99,0,123,123,0
1777751641.877,8.570,96,0,64,0,0
1777751641.989,8.682,89,0,25,25,0
1777751642.085,8.778,85,0,12,0,0
1777751642.197,8.890,86,0,234,234,0
1777751642.293,8.986,94,0,46,0,0
1777751642.405,9.098,101,0,840,0,0
1777751642.517,9.209,108,0,2720,2720,0
1777751642.614,9.306,116,0,2016,0,0
1777751642.725,9.417,120,0,8832,8832,0
1777751642.821,9.513,122,0,12928,0,0
1777751642.932,9.625,123,0,18944,0,0
1777751643.044,9.737,125,0,-13824,-13824,0
1777751643.142,9.833,128,0,23296,0,0
1777751643.255,9.945,125,0,8960,0,0
1777751643.367,10.057,125,0,15616,15616,0
1777751643.461,10.152,126,0,32256,0,0
1777751643.572,10.265,126,0,25856,25856,0
1777751643.667,10.360,126,0,-31744,0,0
1777751643.781,10.472,120,0,18176,0,0
1777751643.878,10.569,126,0,20736,20736,0
1777751643.991,10.681,125,0,22528,0,0
1777751644.084,10.776,126,0,-28672,0,0
1777751644.195,10.888,128,0,24576,24576,0
1777751644.291,10.984,126,0,-32256,0,0
1777751644.403,11.096,126,0,27136,0,0
1777751644.516,11.209,126,0,24832,24832,0
1777751644.611,11.304,126,0,-30208,0,0
1777751644.732,11.416,126,0,-23552,-23552,0
1777751644.821,11.512,126,0,29184,0,0
1777751644.946,11.624,126,0,28416,0,0
1777751645.058,11.735,127,0,24320,24320,0
1777751645.139,11.831,125,0,28928,0,0
1777751645.250,11.943,126,0,25344,0,0
1777751645.346,12.039,129,0,27648,27648,0
1777751645.458,12.151,126,0,26112,0,0
1777751645.555,12.247,126,0,-30720,0,0
1777751645.667,12.359,125,0,-22528,-22528,0
1777751645.778,12.471,126,0,-25088,0,0
1777751645.874,12.567,126,0,25856,0,0
1777751645.987,12.679,126,0,29184,29184,0
1777751646.084,12.776,127,0,-27136,0,0
1777751646.455,12.887,127,0,-32256,-32256,0
1777751646.458,12.982,128,0,-17408,0,0
1777751646.458,13.094,126,0,32000,0,0
1777751646.513,13.206,127,0,23552,23552,0
1777751646.610,13.303,126,0,22272,0,0
1777751646.723,13.414,127,0,-20480,0,0
1777751646.819,13.511,127,0,25088,25088,0
1777751646.930,13.622,126,0,-27648,0,0
1777751647.027,13.719,127,0,28416,0,0
1777751647.139,13.831,130,0,32000,32000,0
1777751647.234,13.926,127,0,26112,0,0
1777751647.350,14.038,125,0,-30720,0,0
1777751647.458,14.150,127,0,30208,30208,0
1777751647.553,14.246,128,0,-18944,0,0
1777751647.666,14.358,127,0,30464,0,0
1777751647.778,14.470,126,0,-5120,-5120,0
1777751647.873,14.566,127,0,-24576,0,0
1777751647.985,14.677,127,0,32256,32256,0
1777751648.088,14.776,127,0,29696,0,0
1777751648.192,14.885,127,0,27648,0,0
1777751648.304,14.997,127,0,28160,28160,0
1777751648.400,15.093,127,0,26880,0,0
1777751648.498,15.189,127,0,29440,0,0
1777751648.609,15.301,127,0,30208,30208,0
1777751648.705,15.397,134,0,29184,0,0
1777751648.817,15.509,127,0,32512,0,0
1777751648.928,15.621,127,0,29696,29696,0
1777751649.024,15.717,127,0,25600,0,0
1777751649.136,15.828,127,0,-25600,-25600,0
1777751649.232,15.925,125,0,29440,0,0
1777751649.344,16.036,126,0,-26624,0,0
1777751649.456,16.148,127,0,32512,32512,0
1777751649.551,16.244,127,0,21504,0,0
1777751649.667,16.357,127,0,-28672,0,0
1777751649.777,16.468,127,0,-4096,-4096,0
1777751649.871,16.564,126,0,-24576,0,0
1777751649.967,16.660,126,0,-22528,0,0
1777751650.079,16.772,128,0,28928,28928,0
1777751650.191,16.883,127,0,31232,0,0
1777751650.287,16.980,126,0,30976,30976,0
1777751650.399,17.091,125,0,-16384,0,0
1777751650.495,17.188,127,0,-9728,0,0
1777751650.610,17.300,134,0,31488,31488,0
1777751650.703,17.395,126,0,24320,0,0
1777751650.815,17.507,127,0,-29184,0,0
1777751650.926,17.619,126,0,-18944,-18944,0
1777751651.022,17.715,128,0,-31744,0,0
1777751651.365,17.827,128,0,-29184,0,0
1777751651.366,17.939,127,0,-27136,-27136,0
1777751651.367,18.035,127,0,-23552,0,0
1777751651.438,18.131,125,0,-22016,0,0
1777751651.554,18.244,130,0,-26624,-26624,0
1777751651.662,18.354,125,0,-21504,0,0
1777751651.774,18.467,127,0,-19968,-19968,0
1777751651.870,18.562,128,0,-19456,0,0
1777751651.967,18.659,127,0,31488,0,0
1777751652.077,18.770,127,0,-23040,-23040,0
1777751652.173,18.866,125,0,28672,0,0
1777751652.285,18.978,127,0,-13824,0,0
1777751652.397,19.090,125,0,-32256,-32256,0
1777751652.493,19.186,124,0,-28160,0,0
1777751652.605,19.298,128,0,-15872,0,0
1777751652.717,19.410,122,0,-6656,-6656,0
1777751652.813,19.506,128,0,-31232,0,0
1777751652.909,19.602,127,0,-17920,0,0
1777751653.021,19.714,127,0,29952,29952,0
1777751653.133,19.826,127,0,-18432,0,0
1777751653.229,19.921,127,0,-22016,0,0
1777751653.340,20.033,127,0,-20480,-20480,0
1777751653.437,20.129,126,0,27648,0,0
1777751653.548,20.241,124,0,14720,14720,0
1777751653.645,20.337,122,0,7872,0,0
1777751653.756,20.449,121,0,25088,0,0
1777751653.868,20.561,122,0,26880,26880,0
1777751653.964,20.657,119,0,-12288,0,0
1777751654.076,20.769,124,0,-7680,0,0
1777751654.174,20.865,122,0,9088,9088,0
1777751654.284,20.977,118,0,27136,0,0
1777751654.380,21.073,118,0,16896,0,0
1777751654.492,21.185,118,0,30208,30208,0
1777751654.588,21.281,115,0,5184,0,0
1777751654.700,21.393,114,0,6976,6976,0
1777751654.812,21.504,112,0,9984,0,0
1777751654.908,21.600,112,0,6784,0,0
1777751655.019,21.712,111,0,3648,3648,0
1777751655.116,21.809,110,0,4096,0,0
1777751655.228,21.920,110,0,2976,2976,0
1777751655.341,22.032,109,0,3712,0,0
1777751655.435,22.128,108,0,5184,0,0
1777751655.547,22.240,106,0,3904,3904,0
1777751655.645,22.336,105,0,1568,0,0
1777751655.755,22.448,105,0,1824,0,0
1777751655.867,22.560,105,0,5824,5824,0
1777751655.963,22.656,105,0,1968,0,0
1777751656.075,22.768,104,0,4160,4160,0
1777751656.174,22.864,105,0,6528,0,0
1777751656.286,22.975,100,0,13312,0,0
1777751656.379,23.072,95,0,8192,8192,0
1777751656.491,23.183,85,0,14464,0,0
1777751656.603,23.296,84,0,-18944,-18944,0
1777751656.700,23.391,91,0,15104,0,0
1777751656.795,23.488,96,0,29696,0,0
1777751656.910,23.600,100,0,31232,31232,0
1777751657.021,23.712,105,0,25344,0,0
1777751657.116,23.807,107,0,16384,0,0
1777751657.226,23.919,113,0,7488,7488,0
1777751657.322,24.015,111,0,6784,0,0
1777751657.434,24.127,112,0,5952,5952,0
1777751657.548,24.239,113,0,1136,0,0
1777751657.642,24.335,111,0,1424,0,0
1777751657.755,24.447,111,0,1008,1008,0
1777751657.850,24.543,109,0,936,0,0
1777751657.965,24.656,112,0,1008,1008,0
1777751658.058,24.751,110,0,856,0,0
1777751658.170,24.862,111,0,1344,0,0
1777751658.266,24.959,107,0,35,35,0
1777751658.378,25.070,107,0,768,0,0
1777751658.489,25.182,108,0,432,432,0
1777751658.586,25.279,111,0,488,0,0
1777751658.698,25.390,112,0,1312,0,0
1777751658.797,25.488,111,0,632,632,0
1777751658.909,25.598,106,0,444,0,0
1777751659.017,25.710,102,0,160,160,0
1777751659.116,25.806,100,0,640,0,0
1777751659.225,25.918,101,0,360,360,0
1777751659.321,26.014,101,0,140,0,0
1777751659.434,26.126,101,0,24,0,0
1777751659.532,26.222,98,0,256,256,0
1777751659.641,26.334,101,0,376,0,0
1777751659.753,26.446,102,0,680,680,0
1777751659.849,26.542,100,0,64,0,0
1777751659.961,26.653,101,0,1504,1504,0
1777751660.057,26.750,99,0,1584,0,0
1777751660.169,26.861,92,0,784,0,0
1777751660.280,26.973,94,0,1984,1984,0
1777751660.377,27.070,97,0,4000,0,0
1777751660.489,27.181,97,0,7936,7936,0
1777751660.586,27.278,99,0,10368,0,0
1777751660.697,27.389,99,0,4288,0,0
1777751660.808,27.501,97,0,17664,17664,0
1777751660.905,27.597,99,0,5568,0,0
1777751661.016,27.709,108,0,2080,2080,0
1777751661.112,27.805,109,0,784,0,0
1777751661.209,27.902,109,0,436,0,0
1777751661.321,28.013,109,0,1184,1184,0
1777751661.433,28.125,108,0,292,0,0
1777758002.565,1.050,0,0,0,0,0
1777758193.566,0.057,0,0,0,0,0
1777758194.624,1.115,0,0,0,0,0
1777758196.130,2.620,0,0,0,0,0
1777758196.206,2.695,0,0,0,0,0
1777758198.220,4.705,4,0,0,0,0
1777758198.377,4.869,0,0,0,0,0
1777758198.378,4.869,4,0,0,0,0
1777758198.547,5.026,5,0,0,0,0
1777758198.548,5.026,46,0,0,0,0
1777758198.811,5.302,5,0,0,0,0
1777758262.789,1.094,0,0,0,0,0
1777758264.402,2.707,0,0,0,0,0
1777758264.403,2.707,0,0,0,0,0
1777758266.304,4.608,821,0,0,0,0
1777758266.430,4.735,822,0,0,0,0
1777758266.507,4.812,821,0,0,0,0
1777758266.628,4.934,823,0,0,0,0
1777758266.747,5.053,821,0,0,0,0
1777758266.808,5.113,822,0,0,0,0
1777758266.957,5.257,822,0,0,0,0
1777758267.011,5.315,821,0,0,0,0
1777758267.121,5.426,821,0,0,0,0
1777758267.241,5.546,823,0,0,0,0
1777758267.374,5.680,821,0,0,0,0
1777758267.500,5.805,821,0,0,0,0
1777758267.568,5.874,820,0,0,0,0
1777758267.654,5.959,821,0,0,0,0
1777758267.795,6.101,821,0,0,0,0
1777758267.878,6.182,821,0,0,0,0
1777758267.991,6.296,821,0,0,0,0
1777758268.157,6.462,820,0,0,0,0
1777758268.206,6.511,821,0,0,0,0
1777758268.322,6.628,826,0,0,0,0
1777758268.441,6.746,818,0,0,0,0
1777758268.502,6.807,759,0,0,0,0
1777758268.645,6.950,413,0,0,0,0
1777758268.749,7.055,156,0,0,0,0
1777758268.819,7.120,106,0,0,0,0
1777758268.936,7.240,81,0,0,0,0
1777758269.103,7.408,65,0,0,0,0
1777758269.154,7.460,60,0,0,0,0
1777758269.241,7.546,58,0,0,0,0
1777758269.512,7.818,50,0,0,0,0
1777758269.514,7.818,46,0,0,0,0
1777758269.570,7.875,413,0,0,0,0
1777758269.643,7.948,798,0,0,0,0
1777758269.774,8.080,858,0,0,0,0
1777758269.883,8.189,853,0,0,0,0
1777758270.035,8.340,848,0,0,0,0
1777758270.173,8.478,838,0,0,0,0
1777758270.174,8.478,845,0,0,0,0
1777758270.335,8.638,848,0,0,0,0
1777758270.545,8.851,849,0,0,0,0
1777758270.547,8.851,848,0,0,0,0
1777758270.694,9.000,846,0,0,0,0
1777758270.695,9.000,847,0,0,0,0
1777758270.846,9.151,847,0,0,0,0
1777758271.373,9.679,846,0,0,0,0
1777758271.374,9.679,847,0,0,0,0
1777758271.374,9.679,846,0,0,0,0
1777758271.375,9.679,847,0,0,0,0
1777758271.524,9.829,847,0,0,0,0
1777758271.525,9.829,846,0,0,0,0
1777758271.693,9.978,846,0,0,0,0
1777758271.694,9.978,837,0,0,0,0
1777758271.840,10.126,720,0,0,0,0
1777758272.376,10.682,353,0,0,0,0
1777758272.378,10.682,157,0,0,0,0
1777758272.379,10.682,109,0,0,0,0
1777758272.380,10.682,84,0,0,0,0
1777758272.381,10.682,71,0,0,0,0
1777758272.533,10.838,66,0,0,0,0
1777758272.534,10.838,70,0,0,0,0
1777758272.688,10.993,622,0,0,0,0
1777758272.689,10.993,839,0,0,0,0
1777758272.838,11.144,860,0,0,0,0
1777758273.069,11.375,858,0,0,0,0
1777758273.071,11.375,853,0,0,0,0
1777758273.228,11.534,853,0,0,0,0
1777758273.386,11.680,854,0,0,0,0
1777758273.387,11.680,857,0,0,0,0
1777758273.663,11.969,858,0,0,0,0
1777758273.664,11.969,857,0,0,0,0
1777758273.665,11.969,844,0,0,0,0
1777758273.817,12.122,858,0,0,0,0
1777758274.257,12.563,853,0,0,0,0
1777758274.258,12.563,841,0,0,0,0
1777758274.259,12.563,740,0,0,0,0
1777758274.434,12.739,432,0,0,0,0
1777758274.435,12.739,149,0,0,0,0
1777758274.436,12.739,111,0,0,0,0
1777758275.151,13.456,75,0,0,0,0
1777758275.153,13.456,57,0,0,0,0
1777758275.154,13.456,58,0,0,0,0
1777758275.155,13.456,51,0,0,0,0
1777758275.156,13.456,89,0,0,0,0
1777758275.157,13.457,54,0,0,0,0
1777758275.332,13.638,92,0,0,0,0
1777758275.334,13.638,554,0,0,0,0
1777758275.335,13.638,569,0,0,0,0
1777758276.205,14.510,484,0,0,0,0
1777758276.207,14.511,373,0,0,0,0
1777758276.208,14.511,276,0,0,0,0
1777758276.209,14.511,214,0,0,0,0
1777758276.211,14.511,134,0,0,0,0
1777758276.212,14.511,125,0,0,0,0
1777758276.213,14.511,105,0,0,0,0
1777758276.214,14.511,79,0,0,0,0
1777758276.331,14.625,86,0,0,0,0
1777758277.437,15.742,58,0,0,0,0
1777758277.438,15.743,42,0,0,0,0
1777758277.439,15.743,41,0,0,0,0
1777758277.440,15.743,36,0,0,0,0
1777758277.440,15.743,28,0,0,0,0
1777758277.441,15.743,25,0,0,0,0
1777758277.442,15.743,24,0,0,0,0
1777758277.443,15.743,27,0,0,0,0
1777758277.445,15.743,14,0,0,0,0
1777758277.446,15.743,15,0,0,0,0
1777758277.655,15.960,17,0,0,0,0
1777758277.656,15.960,18,0,0,0,0
1777758277.656,15.960,16,0,0,0,0
1777758277.777,16.082,21,0,0,0,0
1777758277.935,16.219,14,0,0,0,0
1777758278.156,16.461,13,0,0,0,0
1777758278.157,16.461,33,0,0,0,0
1777758278.157,16.461,9,0,0,0,0
1777758278.324,16.630,17,0,0,0,0
1777758278.436,16.695,12,0,0,0,0
1777758278.811,17.116,12,0,0,0,0
1777758278.812,17.116,11,0,0,0,0
1777758278.978,17.269,10,0,0,0,0
1777758278.979,17.269,11,0,0,0,0
1777758278.980,17.269,13,0,0,0,0
1777758279.253,17.556,16,0,0,0,0
1777758279.254,17.556,10,0,0,0,0
1777758279.395,17.651,10,0,0,0,0
1777758279.396,17.651,9,0,0,0,0
1777758279.524,17.791,9,0,0,0,0
1777758279.682,17.965,9,0,0,0,0
1777758279.683,17.965,17,0,0,0,0
1777758279.817,18.076,0,0,0,0,0
1777758279.936,18.189,8,0,0,0,0
1777758279.961,18.241,8,0,0,0,0
1777758280.159,18.464,7,0,0,0,0
1777758280.160,18.464,8,0,0,0,0
1777758280.337,18.631,11,0,0,0,0
1777758280.499,18.765,11,0,0,0,0
1777758280.607,18.865,6,0,0,0,0
1777758280.621,18.913,15,0,0,0,0
1777758280.785,19.066,8,0,0,0,0
1777758280.946,19.227,8,0,0,0,0
1777758280.947,19.227,8,0,0,0,0
1777758281.059,19.364,8,0,0,0,0
1777758281.221,19.526,14,0,0,0,0
1777758281.222,19.526,7,0,0,0,0
1777758281.381,19.643,7,0,0,0,0
1777758281.545,19.826,3,0,0,0,0
1777758281.545,19.826,5,0,0,0,0
1777758281.712,19.974,10,0,0,0,0
1777758281.818,20.123,6,0,0,0,0
1777758281.985,20.278,7,0,0,0,0
1777758281.986,20.278,45,0,0,0,0
1777758282.117,20.374,3,0,0,0,0
1777758282.263,20.569,0,0,0,0,0
1777758282.264,20.569,7,0,0,0,0
1777758282.424,20.729,7,0,0,0,0
1777758282.571,20.877,7,0,0,0,0
1777758282.572,20.877,7,0,0,0,0
1777758282.749,21.034,7,0,0,0,0
1777758282.786,21.091,3,0,0,0,0
1777758283.014,21.319,13,0,0,0,0
1777758283.015,21.319,7,0,0,0,0
1777758283.185,21.490,11,0,0,0,0
1777758283.340,21.626,0,0,0,0,0
1777758286.738,25.044,6,0,0,0,0
1777758286.740,25.044,10,0,0,0,0
1777758286.741,25.044,5,0,0,0,0
1777758286.742,25.044,0,0,0,0,0
1777758286.922,25.228,30,0,0,0,0
1777758287.071,25.377,12,0,0,0,0
1777758287.072,25.377,20,0,0,0,0
1777758287.190,25.495,7,0,0,0,0
1777758287.690,25.995,0,0,0,0,0
1777758287.691,25.995,9,0,0,0,0
1777758287.691,25.995,7,0,0,0,0
1777758287.692,25.995,7,0,0,0,0
1777758287.693,25.995,6,0,0,0,0
1777758288.224,26.529,7,0,0,0,0
1777758288.226,26.529,8,0,0,0,0
1777758288.227,26.529,6,0,0,0,0
1777758288.228,26.529,10,0,0,0,0
1777758288.230,26.529,3,0,0,0,0
1777758288.713,27.018,0,0,0,0,0
1777758288.714,27.018,41,0,0,0,0
1777758288.715,27.018,9,0,0,0,0
1777758288.716,27.018,0,0,0,0,0
1777758292.381,30.686,8,0,0,0,0
1777758292.383,30.686,0,0,0,0,0
1777758292.385,30.687,0,0,0,0,0
1777758292.386,30.687,5,0,0,0,0
1777758292.388,30.687,8,0,0,0,0
1777758292.389,30.687,13,0,0,0,0
1777758292.390,30.687,6,0,0,0,0
1777758292.391,30.687,6,0,0,0,0
1777758292.392,30.687,9,0,0,0,0
1777758292.392,30.687,23,0,0,0,0
1777758292.393,30.687,11,0,0,0,0
1777758292.394,30.687,9,0,0,0,0
1777758292.395,30.687,0,0,0,0,0
1777758292.395,30.687,8,0,0,0,0
1777758292.396,30.687,0,0,0,0,0
1777758292.435,30.740,44,0,0,0,0
1777758333.349,0.040,0,0,0,0,0
1777758334.561,1.254,0,0,0,0,0
1777758336.068,2.761,0,0,0,0,0
1777758336.070,2.761,0,0,0,0,0
1777758338.153,4.845,731,0,0,0,0
1777758338.155,4.845,723,0,0,0,0
1777758338.156,4.845,723,0,0,0,0
1777758338.255,4.948,726,0,0,0,0
1777758338.389,5.081,723,0,0,0,0
1777758338.446,5.139,724,0,0,0,0
1777758338.573,5.266,725,0,0,0,0
1777758338.627,5.320,728,0,0,0,0
1777758338.741,5.434,724,0,0,0,0
1777758338.984,5.677,725,0,0,0,0
1777758338.985,5.677,726,0,0,0,0
1777758339.108,5.801,725,0,0,0,0
1777758339.168,5.862,727,0,0,0,0
1777758339.495,6.188,725,0,0,0,0
1777758339.496,6.188,726,0,0,0,0
1777758339.497,6.188,724,0,0,0,0
1777758339.572,6.264,722,0,0,0,0
1777758339.697,6.389,727,0,0,0,0
1777758339.846,6.538,725,0,0,0,0
1777758339.905,6.597,724,0,0,0,0
1777758340.031,6.723,723,0,0,0,0
1777758340.153,6.846,719,0,0,0,0
1777758340.230,6.923,711,0,0,0,0
1777758340.332,7.024,723,0,0,0,0
1777758340.434,7.126,723,0,0,0,0
1777758340.557,7.250,723,0,0,0,0
1777758340.667,7.359,723,0,0,0,0
1777758340.791,7.483,723,0,0,0,0
1777758340.845,7.537,722,0,0,0,0
1777758340.965,7.658,724,0,0,0,0
1777758341.046,7.738,722,0,0,0,0
1777758341.179,7.871,723,0,0,0,0
1777758341.291,7.983,723,0,0,0,0
1777758341.404,8.096,723,0,0,0,0
1777758341.524,8.215,722,0,0,0,0
1777758341.569,8.262,739,0,0,0,0
1777758341.727,8.419,723,0,0,0,0
1777758341.837,8.529,721,0,0,0,0
1777758341.939,8.632,722,0,0,0,0
1777758341.990,8.682,720,0,0,0,0
1777758342.112,8.804,727,0,0,0,0
1777758342.255,8.948,722,0,0,0,0
1777758342.325,9.018,722,0,0,0,0
1777758342.437,9.129,730,0,0,0,0
1777758342.521,9.214,720,0,0,0,0
1777758342.636,9.328,722,0,0,0,0
1777758342.763,9.455,722,0,0,0,0
1777758342.919,9.611,722,0,0,0,0
1777758342.977,9.669,708,0,0,0,0
1777758343.141,9.833,554,0,0,0,0
1777758343.218,9.911,245,0,0,0,0
1777758343.271,9.963,128,0,0,0,0
1777758343.423,10.115,94,0,0,0,0
1777758343.476,10.168,76,0,0,0,0
1777758343.601,10.294,74,0,0,0,0
1777758343.747,10.440,52,0,0,0,0
1777758343.827,10.515,59,0,0,0,0
1777758343.938,10.630,260,0,0,0,0
1777758344.004,10.696,617,0,0,0,0
1777758344.133,10.825,663,0,0,0,0
1777758344.221,10.913,668,0,0,0,0
1777758344.366,11.059,675,0,0,0,0
1777758344.415,11.108,676,0,0,0,0
1777758344.546,11.238,660,0,0,0,0
1777758344.679,11.372,412,0,0,0,0
1777758344.728,11.421,156,0,0,0,0
1777758344.839,11.532,104,0,0,0,0
1777758344.966,11.657,82,0,0,0,0
1777758345.093,11.785,73,0,0,0,0
1777758345.147,11.839,67,0,0,0,0
1777758345.275,11.968,62,0,0,0,0
1777758345.403,12.096,58,0,0,0,0
1777758345.461,12.153,55,0,0,0,0
1777758345.573,12.266,49,0,0,0,0
1777758345.706,12.398,51,0,0,0,0
1777758345.813,12.505,51,0,0,0,0
1777758345.886,12.579,53,0,0,0,0
1777758346.043,12.735,16,0,0,0,0
1777758346.124,12.817,54,0,0,0,0
1777758346.248,12.940,49,0,0,0,0
1777758346.366,13.058,67,0,0,0,0
1777758346.428,13.119,86,0,0,0,0
1777758346.558,13.249,113,0,0,0,0
1777758346.611,13.304,107,0,0,0,0
1777758346.768,13.461,174,0,0,0,0
1777758346.826,13.518,188,0,0,0,0
1777758346.958,13.651,178,0,0,0,0
1777758347.084,13.773,179,0,0,0,0
1777758347.137,13.830,176,0,0,0,0
1777758347.319,14.010,183,0,0,0,0
1777758347.373,14.065,213,0,0,0,0
1777758347.510,14.203,234,0,0,0,0
1777758347.590,14.283,228,0,0,0,0
1777758347.751,14.442,238,0,0,0,0
1777758347.900,14.593,231,0,0,0,0
1777758347.902,14.593,263,0,0,0,0
1777758348.159,14.850,276,0,0,0,0
1777758348.214,14.907,291,0,0,0,0
1777758348.215,14.907,280,0,0,0,0
1777758348.416,15.109,265,0,0,0,0
1777758348.417,15.109,225,0,0,0,0
1777758348.560,15.253,239,0,0,0,0
1777758348.618,15.310,226,0,0,0,0
1777758348.753,15.445,368,0,0,0,0
1777758348.894,15.586,892,0,0,0,0
1777758349.147,15.840,890,0,0,0,0
1777758349.148,15.840,856,0,0,0,0
1777758349.148,15.840,830,0,0,0,0
1777758349.377,16.067,811,0,0,0,0
1777758349.378,16.068,803,0,0,0,0
1777758349.539,16.232,805,0,0,0,0
1777758349.617,16.310,836,0,0,0,0
1777758350.011,16.704,773,0,0,0,0
1777758350.318,17.011,300,0,0,0,0
1777758350.320,17.011,160,0,0,0,0
1777758350.321,17.011,120,0,0,0,0
1777758350.323,17.011,83,0,0,0,0
1777758351.283,17.974,78,0,0,0,0
1777758351.286,17.974,71,0,0,0,0
1777758351.288,17.974,77,0,0,0,0
1777758351.289,17.974,66,0,0,0,0
1777758351.290,17.974,61,0,0,0,0
1777758351.291,17.974,49,0,0,0,0
1777758351.291,17.975,62,0,0,0,0
1777758351.292,17.975,588,0,0,0,0
1777758352.092,18.785,771,0,0,0,0
1777758352.093,18.785,821,0,0,0,0
1777758352.094,18.785,827,0,0,0,0
1777758352.095,18.785,824,0,0,0,0
1777758352.095,18.785,823,0,0,0,0
1777758352.233,18.926,826,0,0,0,0
1777758352.234,18.926,827,0,0,0,0
1777758352.234,18.926,824,0,0,0,0
1777758352.234,18.926,655,0,0,0,0
1777758352.235,18.926,256,0,0,0,0
1777758352.235,18.926,147,0,0,0,0
1777758352.235,18.926,126,0,0,0,0
1777758352.411,19.101,92,0,0,0,0
1777758352.703,19.396,105,0,0,0,0
1777758352.704,19.396,90,0,0,0,0
1777758353.259,19.953,76,0,0,0,0
1777758353.260,19.953,78,0,0,0,0
1777758353.260,19.953,71,0,0,0,0
1777758353.261,19.953,95,0,0,0,0
1777758354.366,21.040,99,0,0,0,0
1777758354.368,21.040,118,0,0,0,0
1777758354.369,21.040,246,0,0,0,0
1777758354.369,21.040,630,0,0,0,0
1777758354.370,21.040,791,0,0,0,0
1777758354.370,21.040,837,0,0,0,0
1777758354.371,21.040,839,0,0,0,0
1777758354.371,21.040,837,0,0,0,0
1777758356.331,22.999,837,0,0,0,0
1777758356.331,22.999,834,0,0,0,0
1777758356.332,22.999,762,0,0,0,0
1777758356.333,22.999,547,0,0,0,0
1777758356.335,22.999,259,0,0,0,0
1777758356.336,22.999,151,0,0,0,0
1777758356.336,22.999,126,0,0,0,0
1777758356.336,22.999,113,0,0,0,0
1777758356.337,22.999,222,0,0,0,0
1777758356.337,22.999,433,0,0,0,0
1777758356.338,22.999,698,0,0,0,0
1777758356.338,23.000,815,0,0,0,0
1777758356.338,23.000,834,0,0,0,0
1777758356.339,23.000,832,0,0,0,0
1777758356.339,23.000,832,0,0,0,0
1777758356.339,23.000,812,0,0,0,0
1777758356.340,23.000,718,0,0,0,0
1777758356.340,23.000,490,0,0,0,0
1777758356.340,23.000,267,0,0,0,0
1777758356.341,23.000,171,0,0,0,0
1777758356.341,23.000,393,0,0,0,0
1777758356.342,23.000,720,0,0,0,0
1777758356.342,23.000,817,0,0,0,0
1777758356.342,23.000,832,0,0,0,0
1777758356.545,23.238,833,0,0,0,0
1777758356.545,23.238,782,0,0,0,0
1777758357.626,24.301,509,0,0,0,0
1777758357.627,24.301,476,0,0,0,0
1777758357.628,24.301,714,0,0,0,0
1777758357.628,24.301,818,0,0,0,0
1777758357.628,24.301,819,0,0,0,0
1777758357.629,24.301,820,0,0,0,0
1777758357.629,24.301,677,0,0,0,0
1777758357.629,24.301,609,0,0,0,0
1777758357.630,24.301,774,0,0,0,0
1777758357.659,24.352,797,0,0,0,0
1777758357.660,24.352,780,0,0,0,0
1777758357.774,24.467,776,0,0,0,0
1777758357.891,24.584,780,0,0,0,0
1777758358.219,24.911,779,0,0,0,0
1777758358.220,24.911,784,0,0,0,0
1777758358.277,24.970,780,0,0,0,0
1777758358.337,25.030,779,0,0,0,0
1777758358.387,25.079,778,0,0,0,0
1777758359.257,25.950,774,0,0,0,0
1777758359.258,25.950,718,0,0,0,0
1777758359.258,25.950,506,0,0,0,0
1777758359.259,25.950,746,0,0,0,0
1777758359.259,25.950,804,0,0,0,0
1777758359.260,25.950,787,0,0,0,0
1777758359.400,26.092,663,0,0,0,0
