unix_ts,t_s,L,F,X,Y,Z
1777360297.254,92.161,938,79,5,0,0
1777360297.350,92.257,939,76,5,5,0
1777360297.461,92.368,943,77,3,0,0
1777360297.558,92.465,937,78,6,0,0
1777360297.670,92.577,939,77,9,9,0
1777360297.781,92.688,939,78,5,0,0
1777360297.879,92.785,942,75,5,5,0
1777360297.989,92.896,940,75,5,0,0
1777360298.088,92.992,939,78,3,3,0
1777360298.199,93.104,942,77,3,0,0
1777360298.294,93.200,939,77,6,6,0
1777360298.405,93.313,943,78,7,0,0
1777360298.501,93.408,941,75,7,0,0
1777360298.613,93.520,938,73,5,5,0
1777360298.727,93.633,940,73,4,0,0
1777360298.821,93.728,939,77,6,6,0
1777360298.933,93.840,940,73,6,0,0
1777360299.030,93.936,942,73,5,5,0
1777360299.141,94.048,941,72,6,0,0
1777360299.253,94.160,941,75,6,6,0
1777360299.349,94.256,939,75,3,0,0
1777360299.461,94.368,940,70,4,4,0
1777360299.556,94.464,940,73,5,0,0
1777360299.770,94.613,939,73,6,0,0
1777360299.815,94.675,938,72,7,7,0
1777360299.903,94.790,940,70,4,0,0
1777360300.003,94.904,939,72,5,5,0
1777360300.142,94.995,940,72,6,0,0
1777360300.254,95.104,940,70,7,7,0
1777360300.342,95.200,938,72,3,0,0
1777360300.449,95.311,939,71,4,4,0
1777360300.558,95.419,943,88,6,0,0
1777360301.013,95.919,940,324,5,0,0
1777360301.531,96.438,938,721,4,4,0
1777360301.667,96.533,940,109,11,11,0
1777360301.786,96.646,940,80,5,0,0
1777360301.884,96.746,940,82,7,0,0
1777360301.992,96.850,940,110,6,6,0
1777360302.452,97.359,938,277,12,0,0
1777362058.222,2.592,0,0,0,0,0
1777362058.223,2.593,0,0,0,0,0
1777362060.204,4.575,937,1,1,1,0
1777362060.317,4.687,938,0,1,1,0
1777362060.413,4.783,938,0,1,1,0
1777362060.525,4.895,939,0,1,0,0
1777362060.624,4.991,938,1,1,0,0
1777362060.734,5.103,937,0,1,1,0
1777362060.845,5.215,936,0,0,0,0
1777362060.940,5.311,938,0,1,1,0
1777362061.053,5.423,938,0,1,0,0
1777362061.150,5.519,938,0,0,0,0
1777362061.260,5.630,938,0,1,0,0
1777362061.372,5.742,938,1,1,1,0
1777362061.467,5.838,938,0,1,0,0
1777362061.581,5.951,938,0,1,1,0
1777362061.675,6.046,938,0,1,0,0
1777362061.788,6.159,938,0,1,1,0
1777362061.883,6.254,938,0,1,0,0
1777362061.996,6.366,938,0,1,1,0
1777362062.091,6.462,937,0,1,0,0
1777362062.203,6.574,938,0,1,1,0
1777362062.316,6.686,938,0,1,0,0
1777362062.413,6.782,939,0,1,0,0
1777362062.523,6.894,938,0,1,1,0
1777362062.619,6.990,940,0,1,0,0
1777362062.733,7.103,939,0,1,1,0
1777362062.828,7.198,939,0,1,0,0
1777362062.940,7.310,938,1,1,1,0
1777362063.051,7.422,938,5,0,0,0
1777362063.147,7.518,938,9,1,1,0
1777362063.259,7.630,938,15,0,0,0
1777362063.355,7.726,939,11,1,1,0
1777362063.467,7.838,894,7,0,0,0
1777362063.579,7.950,704,7,108,108,0
1777362063.675,8.046,710,4,0,0,0
1777362063.787,8.158,695,7,0,0,0
1777362063.884,8.254,667,7,0,0,0
1777362063.996,8.366,675,8,0,0,0
1777362064.092,8.462,646,8,1,1,0
1777362064.203,8.573,651,8,1,0,0
1777362064.300,8.670,643,7,3,3,0
1777362064.411,8.781,521,6,14,0,0
1777362064.508,8.878,515,7,0,0,0
1777362064.620,8.990,658,7,55,0,0
1777362064.731,9.101,582,6,1,1,0
1777362064.827,9.198,722,7,0,0,0
1777362064.939,9.310,820,7,1,1,0
1777362065.036,9.406,886,9,2,0,0
1777362065.147,9.517,898,7,82,82,0
1777362065.259,9.629,779,3,0,0,0
1777362065.356,9.726,788,7,0,0,0
1777362065.467,9.837,784,7,7,0,0
1777362065.564,9.934,692,8,0,0,0
1777362065.674,10.045,607,6,0,0,0
1777362065.771,10.141,505,8,0,0,0
1777362065.883,10.253,501,6,0,0,0
1777362065.995,10.365,796,9,3,3,0
1777362066.091,10.462,779,7,18,0,0
1777362066.203,10.573,502,7,6,0,0
1777362066.300,10.669,702,7,2,2,0
1777362066.411,10.781,536,6,0,0,0
1777362066.506,10.877,489,8,0,0,0
1777362066.619,10.989,799,8,0,0,0
1777362066.731,11.101,812,4,0,0,0
1777362066.827,11.197,829,7,2,0,0
1777362066.939,11.309,874,8,3,3,0
1777362067.035,11.405,840,7,1,0,0
1777362067.146,11.516,821,8,1,1,0
1777362067.243,11.613,809,8,2,0,0
1777362067.355,11.725,805,9,0,0,0
1777362067.466,11.836,800,5,2,0,0
1777362067.563,11.933,781,9,0,0,0
1777362067.675,12.045,780,8,1,0,0
1777362067.770,12.141,737,8,0,0,0
1777362067.882,12.252,702,6,0,0,0
1777362067.979,12.349,701,6,2,0,0
1777362068.090,12.460,645,7,0,0,0
1777362068.187,12.557,619,7,1,0,0
1777362068.298,12.668,619,6,2,2,0
1777362068.395,12.765,595,8,2,0,0
1777362068.506,12.876,587,7,2,2,0
1777362068.618,12.989,566,10,0,0,0
1777362068.714,13.084,562,5,0,0,0
1777362068.826,13.197,503,9,2,0,0
1777362068.923,13.293,487,7,1,1,0
1777362069.034,13.404,484,9,2,0,0
1777362069.145,13.516,478,8,0,0,0
1777362069.242,13.612,473,8,1,0,0
1777362069.354,13.724,473,10,0,0,0
1777362069.450,13.820,478,8,1,0,0
1777362069.561,13.932,469,7,2,2,0
1777362069.659,14.028,467,8,1,0,0
1777362069.769,14.140,482,6,0,0,0
1777362069.865,14.236,655,8,7,0,0
1777362069.978,14.348,920,6,2,2,0
1777362070.090,14.460,922,9,1,0,0
1777362070.188,14.556,917,9,1,1,0
1777362070.302,14.669,911,9,1,0,0
1777362070.397,14.765,902,7,1,0,0
1777362070.508,14.876,899,9,1,1,0
1777362070.618,14.988,893,10,1,0,0
1777362070.713,15.084,889,9,0,0,0
1777362070.825,15.196,884,8,0,0,0
1777362070.921,15.292,868,5,1,1,0
1777362071.033,15.403,852,9,1,0,0
1777362071.131,15.500,831,8,1,1,0
1777362071.241,15.612,810,8,1,0,0
1777362071.354,15.724,818,7,1,1,0
1777362071.449,15.819,786,8,1,0,0
1777362071.561,15.931,747,8,1,1,0
1777362071.657,16.027,698,6,2,0,0
1777362071.769,16.140,536,7,0,0,0
1777362071.865,16.235,500,7,0,0,0
1777362071.979,16.348,508,7,0,0,0
1777362072.090,16.459,557,5,27,0,0
1777362072.184,16.555,841,8,1,1,0
1777362072.300,16.668,780,8,1,0,0
1777362072.396,16.763,745,10,1,0,0
1777362072.506,16.875,738,9,1,1,0
1777362072.601,16.971,834,8,1,0,0
1777362072.714,17.083,862,9,1,1,0
1777362072.825,17.195,764,7,0,0,0
1777362072.922,17.291,745,10,0,0,0
1777362073.033,17.403,727,9,0,0,0
1777362073.129,17.499,737,10,0,0,0
1777362073.241,17.611,804,9,1,0,0
1777362073.337,17.707,767,8,1,1,0
1777362073.449,17.819,799,8,1,0,0
1777362073.561,17.931,835,9,0,0,0
1777362073.657,18.027,803,7,0,0,0
1777362073.769,18.139,745,9,1,1,0
1777362073.865,18.235,756,9,1,0,0
1777362073.979,18.347,751,8,0,0,0
1777362074.073,18.443,752,8,1,0,0
1777362074.185,18.555,790,9,0,0,0
1777362074.296,18.666,784,7,1,1,0
1777362074.392,18.762,807,9,1,0,0
1777362074.504,18.874,799,9,1,1,0
1777362074.599,18.970,798,7,1,0,0
1777362074.712,19.082,804,7,1,1,0
1777362074.808,19.178,804,9,1,0,0
1777362074.919,19.290,818,7,1,1,0
1777362075.032,19.402,827,10,0,0,0
1777362075.128,19.498,842,10,0,0,0
1777362075.240,19.610,822,6,1,0,0
1777362075.336,19.706,824,7,1,1,0
1777362075.448,19.818,850,7,1,0,0
1777362075.543,19.914,852,8,0,0,0
1777362075.656,20.026,843,7,1,0,0
1777362075.768,20.138,851,8,0,0,0
1777362075.867,20.235,848,8,0,0,0
1777362075.979,20.346,847,8,1,0,0
1777362076.075,20.442,848,7,1,1,0
1777362076.185,20.554,850,9,1,0,0
1777362076.280,20.651,851,7,3,3,0
1777362076.394,20.762,845,8,1,0,0
1777362076.504,20.874,837,9,0,0,0
1777362076.601,20.970,828,7,7,0,0
1777362076.712,21.082,785,8,0,0,0
1777362076.808,21.178,714,7,0,0,0
1777362076.919,21.290,532,6,0,0,0
1777362077.016,21.386,479,7,0,0,0
1777362077.127,21.498,468,8,0,0,0
1777362077.224,21.594,465,5,0,0,0
1777362077.336,21.706,465,6,0,0,0
1777362077.432,21.802,457,6,1,0,0
1777362077.544,21.914,452,7,0,0,0
1777362077.655,22.025,453,5,0,0,0
1777362077.751,22.121,452,6,0,0,0
1777362077.863,22.233,452,7,1,0,0
1777362077.959,22.330,453,8,0,0,0
1777362078.071,22.441,454,6,0,0,0
1777362078.183,22.553,447,5,0,0,0
1777362078.279,22.649,446,7,0,0,0
1777362078.391,22.761,446,6,1,1,0
1777362078.487,22.857,446,6,0,0,0
1777362078.600,22.969,449,4,0,0,0
1777362078.696,23.066,450,5,0,0,0
1777362078.807,23.177,451,6,0,0,0
1777362078.903,23.273,445,3,0,0,0
1777362079.015,23.385,444,5,0,0,0
1777362079.127,23.497,444,5,0,0,0
1777362079.223,23.593,445,9,0,0,0
1777362079.335,23.705,446,6,0,0,0
1777362079.432,23.801,446,7,1,0,0
1777362079.543,23.913,454,7,0,0,0
1777362079.640,24.009,460,8,0,0,0
1777362079.751,24.121,710,9,0,0,0
1777362079.869,24.233,865,9,20,0,0
1777362079.958,24.328,893,9,4,4,0
1777362080.070,24.441,912,10,0,0,0
1777362080.166,24.537,913,9,0,0,0
1777362080.279,24.649,916,10,1,0,0
1777362080.391,24.761,913,9,1,1,0
1777362080.486,24.857,917,10,1,0,0
1777362080.599,24.969,916,7,1,0,0
1777362080.695,25.065,919,10,1,1,0
1777362080.806,25.177,919,10,1,0,0
1777362080.903,25.273,921,8,0,0,0
1777362081.013,25.384,916,10,1,0,0
1777362081.127,25.496,917,8,1,1,0
1777362081.222,25.593,917,11,1,0,0
1777362081.334,25.704,918,9,1,1,0
1777362081.430,25.800,917,10,1,0,0
1777362081.541,25.912,915,7,1,1,0
1777362081.638,26.008,912,9,1,0,0
1777362081.750,26.120,925,10,1,1,0
1777362081.862,26.232,932,11,1,0,0
1777362081.965,26.328,936,14,1,0,0
1777362082.069,26.440,935,15,1,1,0
1777362082.166,26.536,936,20,1,0,0
1777362082.282,26.651,934,22,1,1,0
1777362082.374,26.744,933,30,1,0,0
1777362082.487,26.856,933,29,1,1,0
1777362082.601,26.968,934,33,1,0,0
1777362082.694,27.064,934,40,0,0,0
1777362082.805,27.176,935,44,1,0,0
1777362082.904,27.272,933,50,1,1,0
1777362083.013,27.384,934,69,1,0,0
1777362083.111,27.480,935,91,1,0,0
1777362083.222,27.592,934,120,1,1,0
1777362083.334,27.703,935,160,1,0,0
1777362083.431,27.800,936,230,1,1,0
1777362083.541,27.912,935,234,1,0,0
1777362083.637,28.008,932,235,1,1,0
1777362083.750,28.120,935,185,1,0,0
1777362083.846,28.216,934,212,1,0,0
1777362083.958,28.328,933,217,1,1,0
1777362084.069,28.439,933,201,1,0,0
1777362084.166,28.536,936,197,1,1,0
1777362084.278,28.647,936,126,1,0,0
1777362084.373,28.744,933,128,1,1,0
1777362084.485,28.855,935,129,1,0,0
1777362084.586,28.953,933,120,1,0,0
1777362084.694,29.064,936,137,1,1,0
1777362085.207,29.575,937,373,1,0,0
1777362085.701,30.071,934,582,0,0,0
1777362086.213,30.583,933,266,1,0,0
1777362086.309,30.679,935,237,1,1,0
1777362086.421,30.791,934,213,1,0,0
1777362086.532,30.902,934,169,1,1,0
1777362086.629,30.999,933,79,1,0,0
1777362086.740,31.110,933,67,1,1,0
1777362086.836,31.207,936,67,0,0,0
1777362086.949,31.319,935,164,1,1,0
1777362087.044,31.415,933,186,1,0,0
1777362087.558,31.926,935,254,1,0,0
1777362088.069,32.439,933,430,0,0,0
1777362088.565,32.935,932,440,1,1,0
1777362089.076,33.446,936,436,1,0,0
1777362089.572,33.942,936,431,1,1,0
1777362090.084,34.454,934,426,1,0,0
1777362090.595,34.965,934,433,1,1,0
1777362090.691,35.062,934,202,1,1,0
1777362090.803,35.173,934,84,1,0,0
1777362090.899,35.270,934,82,1,0,0
1777362091.012,35.381,934,76,1,1,0
1777362091.107,35.477,932,74,1,0,0
1777362091.218,35.589,933,73,1,1,0
1777362091.316,35.686,933,71,1,0,0
1777362091.427,35.797,933,71,1,1,0
1777362091.540,35.909,933,75,1,0,0
1777362091.635,36.005,935,131,1,1,0
1777362092.151,36.517,934,278,1,0,0
1777362092.243,36.613,932,202,1,1,0
1777362092.355,36.725,933,204,1,0,0
1777362092.466,36.837,932,185,1,0,0
1777362092.563,36.933,932,187,1,1,0
1777362092.674,37.045,933,204,1,0,0
1777362092.771,37.141,932,235,1,1,0
1777362092.883,37.253,933,227,1,0,0
1777362092.979,37.349,933,179,1,0,0
1777362093.093,37.461,932,135,1,1,0
1777362093.187,37.557,933,90,1,0,0
1777362093.302,37.670,933,91,1,1,0
1777362093.411,37.781,933,113,1,0,0
1777362093.507,37.877,933,174,1,1,0
1777362093.619,37.989,934,250,1,0,0
1777362094.131,38.501,933,251,1,1,0
1777362094.226,38.596,934,80,1,0,0
1777362094.338,38.708,931,81,1,1,0
1777362094.437,38.805,934,125,1,0,0
1777362094.549,38.917,932,137,1,0,0
1777362094.647,39.014,932,119,1,1,0
1777362094.757,39.124,934,110,1,0,0
1777362094.853,39.220,932,107,1,1,0
1777362094.964,39.332,934,105,1,0,0
1777362095.074,39.444,932,109,0,0,0
1777362095.170,39.540,932,113,1,0,0
1777362095.283,39.652,932,118,1,0,0
1777362095.379,39.748,931,115,1,1,0
1777362095.490,39.860,932,114,0,0,0
1777362095.586,39.956,933,116,1,1,0
1777362095.698,40.068,931,117,1,0,0
1777362095.810,40.180,934,122,1,1,0
1777362095.906,40.276,934,122,1,0,0
1777362096.017,40.388,934,119,1,0,0
1777362096.115,40.484,931,122,1,1,0
1777362096.226,40.596,932,125,0,0,0
1777362096.328,40.692,932,121,0,0,0
1777362096.435,40.804,932,122,1,0,0
1777362096.545,40.915,932,124,1,1,0
1777362096.642,41.012,931,123,1,0,0
1777362096.757,41.125,931,123,1,0,0
1777362096.852,41.220,931,122,1,1,0
1777362096.963,41.331,932,123,1,0,0
1777362097.058,41.428,932,121,1,1,0
1777362097.169,41.540,932,123,1,0,0
1777362097.266,41.636,933,122,1,0,0
1777362097.378,41.748,931,122,1,1,0
1777362097.489,41.859,934,121,1,0,0
1777362097.585,41.956,931,125,1,1,0
1777362097.698,42.068,932,124,1,0,0
1777362097.794,42.164,932,125,0,0,0
1777362097.906,42.276,931,126,1,0,0
1777362098.001,42.371,930,113,1,0,0
1777362098.114,42.483,931,92,1,1,0
1777362098.225,42.595,935,90,1,0,0
1777362098.321,42.691,932,94,1,1,0
1777362098.433,42.803,934,85,1,0,0
1777362098.528,42.899,933,69,1,1,0
1777362098.640,43.011,932,67,1,0,0
1777362098.737,43.107,932,64,1,1,0
1777362098.854,43.219,931,66,1,0,0
1777362098.960,43.331,931,74,1,0,0
1777362099.057,43.427,930,73,1,1,0
1777362099.169,43.539,932,73,1,0,0
1777362099.265,43.635,931,73,1,1,0
1777362099.381,43.747,932,73,1,0,0
1777362099.475,43.843,932,74,1,1,0
1777362099.584,43.955,933,73,1,0,0
1777362099.700,44.067,931,72,1,1,0
1777362099.792,44.163,934,76,1,0,0
1777362099.905,44.275,933,72,1,1,0
1777362100.001,44.371,930,75,1,0,0
1777362100.113,44.483,930,74,0,0,0
1777362100.209,44.579,931,74,0,0,0
1777362100.321,44.691,932,75,0,0,0
1777362100.432,44.802,931,76,1,1,0
1777362100.528,44.898,932,73,1,0,0
1777362100.640,45.010,931,74,0,0,0
1777362100.737,45.107,931,74,1,0,0
1777362100.848,45.218,932,74,1,1,0
1777362100.945,45.314,931,75,1,0,0
1777362101.059,45.427,932,155,1,0,0
1777362101.568,45.938,934,302,0,0,0
1777362102.065,46.434,930,566,1,0,0
1777362102.578,46.948,933,314,1,1,0
1777362102.673,47.042,931,139,1,1,0
1777362102.784,47.154,931,94,1,0,0
1777362102.895,47.265,927,67,0,0,0
1777362102.991,47.362,894,97,0,0,0
1777362103.103,47.474,886,72,1,0,0
1777362103.200,47.570,874,68,1,1,0
1777362103.312,47.682,886,77,1,0,0
1777362103.408,47.778,868,79,1,1,0
1777362103.519,47.890,727,74,1,0,0
1777362103.615,47.985,608,66,25,25,0
1777362103.728,48.098,549,58,2,0,0
1777362103.840,48.210,461,53,60,60,0
1777362103.937,48.306,430,55,0,0,0
1777362104.049,48.417,431,54,0,0,0
1777362104.145,48.513,408,54,0,0,0
1777362104.256,48.625,389,52,0,0,0
1777362104.353,48.722,393,53,0,0,0
1777362104.463,48.833,397,54,0,0,0
1777362104.559,48.929,399,52,0,0,0
1777362104.671,49.041,403,54,0,0,0
1777362104.783,49.153,407,55,0,0,0
1777362104.879,49.250,406,49,1,0,0
1777362104.991,49.361,404,49,0,0,0
1777362105.087,49.457,406,51,0,0,0
1777362105.198,49.569,409,51,0,0,0
1777362105.295,49.665,410,52,0,0,0
1777362105.407,49.777,410,53,1,0,0
1777362105.519,49.889,742,55,46,46,0
1777362105.615,49.985,877,57,0,0,0
1777362105.731,50.097,872,57,0,0,0
1777362105.823,50.193,853,57,0,0,0
1777362105.934,50.304,581,52,0,0,0
1777362106.050,50.417,828,54,-6144,0,0
1777362106.146,50.513,743,52,0,0,0
1777362106.254,50.625,849,53,230,230,0
1777362106.350,50.721,828,53,0,0,0
1777362106.465,50.833,824,51,0,0,0
1777362106.558,50.929,870,51,0,0,0
1777362106.669,51.040,845,50,48,48,0
1777362106.782,51.152,783,50,0,0,0
1777362106.877,51.248,823,50,0,0,0
1777362106.989,51.360,866,53,0,0,0
1777362107.086,51.457,862,55,0,0,0
1777362107.199,51.569,860,54,0,0,0
1777362107.295,51.665,864,52,1,0,0
1777362107.406,51.776,863,52,1,1,0
1777362107.518,51.888,867,52,1,0,0
1777362107.646,51.984,866,52,1,1,0
1777362107.728,52.096,865,53,1,0,0
1777362107.823,52.192,862,52,0,0,0
1777362107.934,52.304,863,54,1,0,0
1777362108.032,52.400,861,52,0,0,0
1777362108.144,52.512,864,51,1,1,0
1777362108.238,52.608,869,53,1,0,0
1777362108.350,52.720,879,55,1,1,0
1777362108.461,52.832,887,58,0,0,0
1777362108.557,52.928,884,57,1,1,0
1777362108.669,53.039,885,56,0,0,0
1777362108.766,53.136,884,54,0,0,0
1777362108.877,53.248,884,54,1,0,0
1777362108.974,53.344,885,55,1,0,0
1777362109.086,53.456,883,54,1,1,0
1777362109.197,53.568,879,54,0,0,0
1777362109.294,53.664,881,55,1,1,0
1777362109.409,53.776,881,55,1,0,0
1777362109.501,53.872,881,52,1,1,0
1777362109.614,53.983,881,53,0,0,0
1777362109.725,54.095,881,54,1,1,0
1777362109.825,54.193,882,54,1,0,0
1777362109.933,54.303,880,53,1,1,0
1777362110.034,54.402,882,53,0,0,0
1777362110.144,54.513,880,52,1,0,0
1777362110.237,54.607,878,52,1,1,0
1777362110.351,54.719,878,52,1,0,0
1777362110.461,54.831,875,52,0,0,0
1777362110.558,54.928,874,53,0,0,0
1777362110.669,55.039,874,51,0,0,0
1777362110.765,55.136,875,52,1,0,0
1777362110.877,55.247,877,52,1,1,0
1777362110.973,55.343,875,54,1,0,0
1777362111.084,55.455,875,53,1,0,0
1777362111.181,55.551,877,51,1,1,0
1777362111.293,55.663,876,52,1,0,0
1777362111.405,55.775,875,51,1,1,0
1777362111.501,55.871,874,51,1,0,0
1777362111.615,55.983,874,52,0,0,0
1777362111.708,56.079,874,50,1,0,0
1777362111.821,56.191,876,52,1,1,0
1777362111.918,56.287,876,52,1,0,0
1777362112.029,56.399,876,50,1,0,0
1777362112.141,56.511,876,51,0,0,0
1777362112.237,56.607,876,53,1,0,0
1777362112.348,56.718,878,51,0,0,0
1777362112.445,56.815,876,50,1,0,0
1777362112.559,56.927,875,51,1,1,0
1777362112.652,57.022,876,51,1,0,0
1777362112.764,57.135,876,50,1,1,0
1777362112.877,57.246,877,52,1,0,0
1777362112.972,57.343,874,55,1,1,0
1777362113.083,57.454,870,53,0,0,0
1777362113.179,57.550,844,49,3,0,0
1777362113.291,57.662,777,49,0,0,0
1777362113.387,57.758,814,49,0,0,0
1777362113.499,57.870,805,47,0,0,0
1777362113.611,57.982,876,53,5120,0,0
1777362113.708,58.078,872,53,0,0,0
1777362113.820,58.190,865,52,0,0,0
1777362113.916,58.286,873,52,1,1,0
1777362114.028,58.398,872,52,1,0,0
1777362114.125,58.495,859,49,0,0,0
1777362114.236,58.606,822,48,0,0,0
1777362114.348,58.718,877,51,0,0,0
1777362114.444,58.814,852,49,14,14,0
1777362114.556,58.926,888,55,60,0,0
1777362114.656,59.022,890,71,3,3,0
1777362114.770,59.134,893,207,1,0,0
1777362114.860,59.231,913,188,1,0,0
1777362114.975,59.342,914,113,0,0,0
1777362115.086,59.454,921,89,1,0,0
1777362115.180,59.550,925,74,1,1,0
1777362115.293,59.663,930,54,1,0,0
1777362115.387,59.758,930,37,2,2,0
1777362115.501,59.870,932,40,3,0,0
1777362115.595,59.965,932,29,1,1,0
1777362115.707,60.078,933,34,1,0,0
1777362115.804,60.173,933,49,1,0,0
1777362115.918,60.286,932,51,2,2,0
1777362116.031,60.398,933,83,1,0,0
1777362116.127,60.494,933,123,1,1,0
1777362116.236,60.606,933,209,1,0,0
1777362116.332,60.702,929,214,1,1,0
1777362116.444,60.814,912,225,1,0,0
1777362116.555,60.925,901,239,1,1,0
1777362116.651,61.021,912,249,1,0,0
1777362116.763,61.133,924,236,1,0,0
1777362116.860,61.230,928,223,1,1,0
1777362116.971,61.341,931,233,1,0,0
1777362117.067,61.437,931,234,1,1,0
1777362117.179,61.549,932,235,0,0,0
1777362117.292,61.661,932,232,1,0,0
1777362117.786,62.157,932,258,2,2,0
1777362118.299,62.669,933,566,1,0,0
1777362118.795,63.165,934,526,0,1,0
