unix_ts,t_s,L,F,X,Y,Z
1777305094.454,15.830,708,0,9,9,0
1777305094.550,15.926,708,0,1,0,0
1777305094.664,16.038,709,0,0,0,0
1777305094.758,16.134,708,0,1,0,0
1777305094.870,16.246,708,0,1,1,0
1777305094.966,16.342,709,0,3,0,0
1777305095.078,16.454,708,0,5,5,0
1777305095.190,16.566,709,0,7,0,0
1777305095.285,16.661,708,0,6,6,0
1777305095.454,16.789,709,0,55,0,0
1777305095.519,16.873,708,0,0,0,0
1777305095.605,16.981,708,0,2,0,0
1777305095.724,17.093,708,0,0,0,0
1777305095.823,17.192,708,0,1,0,0
1777305095.925,17.301,707,0,1,0,0
1777305096.021,17.397,709,0,2,2,0
1777305096.133,17.509,708,0,2,0,0
1777305096.229,17.605,705,0,7,7,0
1777305096.368,17.734,706,0,6,0,0
1777305096.449,17.817,707,0,4,4,0
1777305096.549,17.925,708,0,1,0,0
1777305096.676,18.041,708,0,1,1,0
1777305096.757,18.133,707,0,0,0,0
1777305096.868,18.244,708,0,0,0,0
1777305096.974,18.343,709,0,2,0,0
1777305097.076,18.452,707,0,4,4,0
1777305097.172,18.548,706,0,6,0,0
1777305097.290,18.666,706,0,0,0,0
1777305097.396,18.772,707,0,0,0,0
1777305097.493,18.868,706,0,1,1,0
1777305097.608,18.984,707,0,0,0,0
1777305097.702,19.079,706,0,0,0,0
1777305097.812,19.188,707,0,10,0,0
1777305097.924,19.300,704,0,4,4,0
1777305098.038,19.401,699,0,124,0,0
1777305098.132,19.495,699,0,4,0,0
1777305098.233,19.610,702,0,200,200,0
1777305098.355,19.716,704,0,0,0,0
1777305098.463,19.818,704,0,0,0,0
1777305098.541,19.917,705,0,0,0,0
1777305098.661,20.024,700,0,0,0,0
1777305098.760,20.135,702,0,0,0,0
1777305098.871,20.232,702,0,0,0,0
1777305098.970,20.328,704,0,0,0,0
1777305099.045,20.421,703,0,0,0,0
1777305099.176,20.537,702,0,0,0,0
1777305099.277,20.638,698,0,0,0,0
1777305099.353,20.729,698,0,0,0,0
1777305099.479,20.841,697,0,0,0,0
1777305099.579,20.932,705,0,0,0,0
1777305099.681,21.046,695,0,0,0,0
1777305099.797,21.143,700,0,0,0,0
1777305099.884,21.260,708,0,0,0,0
1777305099.975,21.350,697,0,0,0,0
1777305100.088,21.453,712,0,0,0,0
1777305100.185,21.561,702,0,0,0,0
1777305100.274,21.650,712,0,0,0,0
1777305100.386,21.762,717,0,0,0,0
1777305100.497,21.859,710,0,0,0,0
1777305100.584,21.960,707,0,0,0,0
1777305100.690,22.066,708,0,0,0,0
1777305100.805,22.167,701,1,0,0,0
1777305100.907,22.262,695,0,0,0,0
1777305100.996,22.372,710,0,0,0,0
1777305101.090,22.466,714,0,0,0,0
1777305101.202,22.578,712,0,0,0,0
1777305101.323,22.684,708,0,0,0,0
1777305101.430,22.785,708,0,0,0,0
1777305101.523,22.888,708,0,0,0,0
1777305101.624,22.984,706,0,0,0,0
1777305101.713,23.089,706,0,0,0,0
1777305101.809,23.185,707,0,0,0,0
1777305101.943,23.298,707,0,0,0,0
1777305102.031,23.396,706,0,0,0,0
1777305102.133,23.498,706,0,0,0,0
1777305102.225,23.601,707,0,0,0,0
1777305102.321,23.697,706,0,0,0,0
1777305102.446,23.811,706,0,0,0,0
1777305102.543,23.909,707,0,0,0,0
1777305102.643,24.008,707,0,0,0,0
1777305102.759,24.114,705,0,0,0,0
1777305102.850,24.210,702,0,0,0,0
1777305102.949,24.312,685,0,0,0,0
1777305103.040,24.416,632,0,0,0,0
1777305103.137,24.513,614,0,0,0,0
1777305103.262,24.626,613,0,0,0,0
1777305103.356,24.721,594,0,0,0,0
1777305103.450,24.819,562,0,0,0,0
1777305103.552,24.928,537,0,0,0,0
1777305103.648,25.024,532,0,0,0,0
1777305103.774,25.139,540,0,0,0,0
1777305103.862,25.238,590,0,0,0,0
1777305103.963,25.339,639,0,0,0,0
1777305104.064,25.440,677,0,0,0,0
1777305104.160,25.536,668,0,0,0,0
1777305104.276,25.650,676,0,0,0,0
1777305104.368,25.744,679,0,0,0,0
1777305104.470,25.846,676,0,0,0,0
1777305104.591,25.957,649,0,0,0,0
1777305104.687,26.052,636,0,0,0,0
1777305104.785,26.161,643,42,0,0,0
1777305104.880,26.256,654,92,0,0,0
1777305104.975,26.351,648,0,0,0,0
1777305105.093,26.469,654,0,0,0,0
1777305105.195,26.562,662,0,0,0,0
1777305105.284,26.660,664,0,0,0,0
1777305105.393,26.768,667,0,0,0,0
1777305105.493,26.869,669,0,0,0,0
1777305105.599,26.975,669,0,0,0,0
1777305105.695,27.071,668,0,0,0,0
1777305105.791,27.167,667,0,0,0,0
1777305105.914,27.282,665,0,0,0,0
1777305106.002,27.378,661,0,0,0,0
1777305106.111,27.487,659,44,0,0,0
1777305106.207,27.583,660,58,0,0,0
1777305106.319,27.695,660,100,0,0,0
1777305106.420,27.796,662,91,0,0,0
1777305106.511,27.887,670,104,0,0,0
1777305106.622,27.998,679,152,0,0,0
1777305106.718,28.094,685,148,0,0,0
1777305106.831,28.206,688,135,0,0,0
1777305106.929,28.305,692,129,0,0,0
1777305107.022,28.398,693,175,0,0,0
1777305107.134,28.510,688,0,0,0,0
1777305107.242,28.606,688,0,0,0,0
1777305107.338,28.704,691,0,0,0,0
1777305107.442,28.818,696,0,0,0,0
1777305107.548,28.913,702,0,0,0,0
1777305107.650,29.026,704,0,0,0,0
1777305107.742,29.118,706,0,0,0,0
1777305107.867,29.230,706,0,0,0,0
1777305107.962,29.326,706,0,0,0,0
1777305108.059,29.424,707,0,0,0,0
1777305108.157,29.533,707,0,0,0,0
1777305108.253,29.629,706,0,0,0,0
1777305108.371,29.746,706,0,0,0,0
1777305108.467,29.843,704,0,0,0,0
1777305108.572,29.936,702,0,0,0,0
1777305108.676,30.045,700,0,0,0,0
1777305108.768,30.144,704,0,0,0,0
1777305108.877,30.253,704,0,0,0,0
1777305108.981,30.351,703,0,0,0,0
1777305109.081,30.457,702,0,0,0,0
1777305109.181,30.557,703,0,0,0,0
1777305109.277,30.653,702,0,0,0,0
1777305109.390,30.765,700,0,0,0,0
1777305109.492,30.868,700,0,0,0,0
1777305110.005,31.375,700,818,0,0,0
1777305110.092,31.468,700,0,0,0,0
1777305110.204,31.573,701,0,0,0,0
1777305110.302,31.678,703,0,0,0,0
1777305110.400,31.776,702,0,0,0,0
1777305110.494,31.870,702,0,0,0,0
1777305110.617,31.981,703,0,0,0,0
1777305110.711,32.077,703,0,0,0,0
1777305111.212,32.588,703,1000,0,0,0
1777305111.307,32.683,701,0,0,0,0
1777305111.404,32.780,701,0,0,0,0
1777305111.516,32.891,702,0,0,0,0
1777305111.616,32.992,704,0,0,0,0
1777305111.742,33.105,705,0,0,0,0
1777305111.828,33.197,707,0,0,0,0
1777305111.934,33.304,706,0,0,0,0
1777305112.027,33.403,707,0,0,0,0
1777305112.123,33.499,707,0,0,0,0
1777305112.246,33.612,707,0,0,0,0
1777305112.337,33.708,707,0,0,0,0
1777305112.445,33.810,708,0,0,0,0
1777305112.539,33.915,707,0,0,0,0
1777305112.635,34.011,706,0,0,0,0
1777305112.760,34.126,705,0,0,0,0
1777305112.851,34.221,704,0,0,0,0
1777305112.952,34.318,705,0,0,0,0
1777305113.050,34.426,705,0,0,0,0
1777305113.146,34.522,706,0,0,0,0
1777305113.264,34.635,705,0,0,0,0
1777305113.355,34.730,704,0,0,0,0
1777305113.450,34.826,705,0,0,0,0
1777305113.568,34.938,704,0,0,0,0
1777305113.661,35.037,704,0,0,0,0
1777305113.770,35.146,704,0,0,0,0
1777305113.883,35.248,704,0,0,0,0
1777305113.975,35.341,704,0,0,0,0
1777305114.075,35.451,703,0,0,0,0
1777305114.170,35.546,704,0,0,0,0
1777305114.281,35.657,704,0,0,0,0
1777305114.390,35.756,704,0,0,0,0
1777305114.890,36.266,704,319,0,0,0
1777305115.391,36.767,704,508,0,0,0
1777305115.895,37.262,705,303,0,0,0
1777305115.992,37.368,700,0,0,0,0
1777305116.088,37.464,704,0,0,0,0
1777305116.184,37.560,704,0,0,0,0
1777305116.297,37.672,706,0,0,0,0
1777305116.393,37.769,707,0,0,0,0
1777305116.507,37.883,707,0,0,0,0
1777305116.602,37.978,706,0,0,0,0
1777305116.696,38.072,707,0,0,0,0
1777305116.808,38.184,707,0,0,0,0
1777305116.905,38.281,704,0,0,0,0
1777305117.027,38.393,700,0,0,0,0
1777305117.119,38.490,701,0,0,0,0
1777305117.220,38.586,701,0,0,0,0
1777305117.320,38.696,701,0,0,0,0
1777305117.416,38.792,703,0,0,0,0
1777305117.528,38.903,705,0,0,0,0
1777305117.623,38.999,706,0,0,0,0
1777305117.719,39.095,707,0,0,0,0
1777305117.835,39.211,707,0,0,0,0
1777305117.928,39.305,708,0,0,0,0
1777305118.039,39.415,710,0,0,0,0
1777305118.153,39.518,709,0,0,0,0
1777305118.241,39.611,710,0,0,0,0
1777305118.343,39.719,709,0,0,0,0
1777305118.439,39.815,710,0,0,0,0
1777305118.551,39.927,709,0,0,0,0
1777305118.657,40.027,709,0,0,0,0
1777305118.752,40.121,710,0,0,0,0
1777305118.857,40.231,708,0,0,0,0
1777305118.952,40.327,709,0,0,0,0
1777305119.048,40.423,709,0,0,0,0
1777305119.159,40.535,709,0,0,0,0
1777305119.256,40.631,708,0,0,0,0
1777305119.367,40.743,708,0,0,0,0
1777305119.463,40.839,707,0,0,0,0
1777305119.559,40.935,708,0,0,0,0
1777305119.672,41.047,708,0,0,0,0
1777305119.768,41.143,707,0,0,0,0
1777305119.880,41.255,707,0,0,0,0
1777305119.975,41.351,708,0,0,0,0
1777305120.072,41.447,708,0,0,0,0
1777305120.183,41.558,707,0,0,0,0
1777305120.279,41.655,708,0,0,0,0
1777305120.390,41.766,708,0,0,0,0
1777305120.488,41.863,707,0,0,0,0
1777305120.584,41.958,707,0,0,0,0
1777305120.694,42.070,707,0,0,0,0
1777305120.790,42.166,707,0,0,0,0
1777305120.903,42.278,707,0,0,0,0
1777305120.998,42.374,708,0,0,0,0
1777305121.095,42.470,707,0,0,0,0
1777305121.210,42.585,707,0,0,0,0
1777305121.303,42.678,708,0,0,0,0
1777305121.414,42.789,707,0,0,0,0
1777305121.510,42.885,708,0,0,0,0
1777305121.606,42.982,708,0,0,0,0
1777305121.718,43.094,707,0,0,0,0
1777305121.814,43.190,707,0,0,0,0
1777305121.926,43.301,708,0,0,0,0
1777305122.021,43.397,708,0,0,0,0
1777305122.117,43.493,708,0,0,0,0
1777305122.230,43.606,703,0,0,0,0
1777305122.327,43.701,698,0,0,0,0
1777305122.439,43.813,707,0,0,0,0
1777305122.533,43.909,704,0,0,0,0
1777305122.629,44.005,705,0,0,0,0
1777305122.741,44.116,705,0,0,0,0
1777305122.837,44.213,706,0,0,0,0
1777305122.933,44.309,693,0,0,0,0
1777305123.045,44.420,659,0,0,0,0
1777305123.141,44.517,669,0,0,0,0
1777305123.253,44.629,696,0,0,0,0
1777305123.349,44.724,680,0,0,0,0
1777305123.446,44.821,692,0,0,0,0
1777305123.557,44.932,700,0,0,0,0
1777305123.653,45.028,695,0,0,0,0
1777305123.764,45.140,695,0,0,0,0
1777305123.861,45.236,703,0,0,0,0
1777305123.973,45.348,703,0,0,0,0
1777305124.068,45.444,703,0,0,0,0
1777305124.165,45.540,699,0,0,0,0
1777305124.277,45.652,692,0,0,0,0
1777305124.372,45.748,697,0,0,0,0
1777305124.484,45.859,701,0,0,0,0
1777305124.584,45.960,702,0,0,0,0
1777305124.676,46.051,703,0,0,0,0
1777305124.788,46.163,703,0,0,0,0
1777305124.883,46.259,702,0,0,0,0
1777305125.008,46.374,703,0,0,0,0
1777305125.091,46.467,704,0,0,0,0
1777305125.199,46.570,704,0,0,0,0
1777305125.299,46.675,703,0,0,0,0
1777305125.395,46.771,693,0,0,0,0
1777305125.491,46.867,658,0,0,0,0
1777305125.603,46.979,605,0,0,0,0
1777305125.708,47.077,694,0,0,0,0
1777305125.815,47.191,704,0,0,0,0
1777305125.906,47.282,706,0,0,0,0
1777305126.018,47.394,705,0,0,0,0
1777305126.133,47.500,705,0,0,0,0
1777305126.223,47.590,706,0,0,0,0
1777305126.322,47.698,706,0,0,0,0
1777305126.418,47.794,706,0,0,0,0
1777305126.514,47.890,706,0,0,0,0
1777305126.632,48.003,707,0,0,0,0
1777305126.723,48.099,705,0,0,0,0
1777305126.834,48.210,707,0,0,0,0
1777305126.950,48.306,706,0,0,0,0
1777305127.040,48.407,706,0,0,0,0
1777305127.139,48.515,707,0,0,0,0
1777305127.233,48.609,707,0,0,0,0
1777305127.346,48.721,707,0,0,0,0
1777305127.441,48.817,706,0,0,0,0
1777305127.537,48.913,707,0,0,0,0
1777305127.649,49.025,708,0,0,0,0
1777305127.760,49.124,707,0,0,0,0
1777305127.858,49.233,707,0,0,0,0
1777305127.953,49.329,707,0,0,0,0
1777305128.049,49.425,708,0,0,0,0
1777305128.161,49.537,707,0,0,0,0
1777305128.279,49.650,707,0,0,0,0
1777305128.467,49.759,707,0,0,0,0
1777305128.488,49.843,707,0,0,0,0
1777305128.656,49.984,707,0,0,0,0
1777305128.743,50.063,706,0,0,0,0
1777305128.776,50.149,708,0,0,0,0
1777305128.893,50.266,707,0,0,0,0
1777305129.008,50.356,707,0,0,0,0
1777305129.123,50.475,707,0,0,0,0
1777305129.230,50.565,707,0,0,0,0
1777305129.341,50.670,707,0,0,0,0
1777305129.447,50.779,706,0,0,0,0
1777305129.542,50.872,706,0,0,0,0
1777305129.651,50.965,705,0,0,0,0
1777305129.756,51.083,707,0,0,0,0
1777305129.885,51.189,707,0,0,0,0
1777305129.924,51.280,707,0,0,0,0
1777305130.076,51.389,707,0,0,0,0
1777305130.173,51.484,706,0,0,0,0
1777305130.279,51.603,706,0,0,0,0
1777305130.311,51.685,705,0,0,0,0
1777305130.485,51.805,706,0,0,0,0
1777305130.589,51.890,706,0,0,0,0
1777305130.621,51.994,706,0,0,0,0
1777305130.733,52.107,706,0,0,0,0
1777305130.843,52.205,706,0,0,0,0
1777305130.965,52.311,706,0,0,0,0
1777305131.068,52.405,705,0,0,0,0
1777305131.173,52.508,705,0,0,0,0
1777305131.302,52.613,704,0,0,0,0
1777305131.393,52.712,703,0,0,0,0
1777305131.524,52.833,700,0,0,0,0
1777305131.559,52.919,692,0,0,0,0
1777305131.663,53.015,686,0,0,0,0
1777305131.788,53.138,689,0,0,0,0
1777305131.896,53.230,690,0,0,0,0
1777305131.986,53.315,690,0,0,0,0
1777305132.109,53.439,688,0,0,0,0
1777305132.196,53.519,687,0,0,0,0
1777305132.326,53.633,685,0,0,0,0
1777305132.437,53.750,683,0,0,0,0
1777305132.467,53.825,683,0,0,0,0
1777305132.584,53.935,683,0,0,0,0
1777305132.707,54.031,683,0,0,0,0
1777305132.839,54.146,682,0,0,0,0
1777305132.928,54.247,681,0,0,0,0
1777305133.035,54.357,679,0,0,0,0
1777305133.139,54.459,680,0,0,0,0
1777305133.171,54.544,679,0,0,0,0
1777305133.305,54.660,679,0,0,0,0
1777305133.445,54.750,678,0,0,0,0
1777305133.520,54.848,678,0,0,0,0
1777305133.666,54.961,677,0,0,0,0
1777305133.685,55.057,678,0,0,0,0
1777305133.812,55.167,679,0,0,0,0
1777305133.952,55.274,678,0,0,0,0
1777305134.060,55.359,681,0,0,0,0
1777305134.103,55.477,681,0,0,0,0
1777305134.225,55.570,681,0,0,0,0
1777305134.348,55.685,682,0,0,0,0
1777305134.472,55.787,682,0,0,0,0
1777305134.584,55.883,682,0,0,0,0
1777305134.632,55.982,682,0,0,0,0
1777305134.775,56.091,683,0,0,0,0
1777305134.876,56.200,682,0,0,0,0
1777305134.966,56.294,681,0,0,0,0
1777305135.111,56.404,682,0,0,0,0
1777305135.144,56.499,681,0,0,0,0
1777305135.287,56.604,682,0,0,0,0
1777305135.393,56.702,682,0,0,0,0
1777305135.493,56.812,682,0,0,0,0
1777305135.523,56.897,681,0,0,0,0
1777305135.652,57.009,682,0,0,0,0
1777305135.788,57.114,682,0,0,0,0
1777305135.900,57.212,682,0,0,0,0
1777305136.009,57.319,682,0,0,0,0
1777305136.089,57.405,682,0,0,0,0
1777305136.213,57.517,681,0,0,0,0
1777305136.251,57.624,681,0,0,0,0
1777305136.395,57.722,682,0,0,0,0
1777305136.516,57.823,682,0,0,0,0
1777305136.596,57.919,682,0,0,0,0
1777305136.718,58.040,683,0,0,0,0
1777305136.828,58.128,682,0,0,0,0
1777305136.866,58.221,683,0,0,0,0
1777305137.003,58.348,684,0,0,0,0
1777305137.108,58.439,685,0,0,0,0
1777305137.219,58.541,685,0,0,0,0
1777305137.319,58.644,684,0,0,0,0
1777305137.442,58.751,685,0,0,0,0
1777305137.479,58.853,685,0,0,0,0
1777305137.619,58.956,684,0,0,0,0
1777305137.746,59.053,685,0,0,0,0
1777305137.844,59.169,683,0,0,0,0
1777305137.873,59.248,684,0,0,0,0
1777305137.991,59.365,683,0,0,0,0
1777305138.129,59.470,683,0,0,0,0
1777305138.235,59.567,683,0,0,0,0
1777305138.355,59.664,683,0,0,0,0
1777305138.453,59.756,683,0,0,0,0
1777305138.543,59.867,683,0,0,0,0
1777305138.651,59.965,683,0,0,0,0
1777305138.757,60.076,684,0,0,0,0
1777305138.805,60.178,683,0,0,0,0
1777305138.948,60.283,681,0,0,0,0
1777305139.075,60.378,683,0,0,0,0
1777305139.151,60.475,683,0,0,0,0
1777305139.274,60.591,682,0,0,0,0
1777305139.387,60.702,680,0,0,0,0
1777305139.432,60.782,677,0,0,0,0
1777305139.539,60.897,677,0,0,0,0
1777305139.651,60.996,681,0,0,0,0
1777305139.763,61.110,680,0,0,0,0
1777305139.868,61.201,680,0,0,0,0
1777305139.990,61.303,683,0,0,0,0
1777305140.118,61.423,682,0,0,0,0
1777305140.147,61.504,683,0,0,0,0
1777305140.283,61.625,683,0,0,0,0
1777305140.413,61.714,684,0,0,0,0
1777305140.514,61.821,683,0,0,0,0
1777305140.556,61.930,683,0,0,0,0
1777305140.683,62.024,683,0,0,0,0
1777305140.807,62.124,684,0,0,0,0
1777305140.900,62.227,684,0,0,0,0
1777305140.993,62.317,684,0,0,0,0
1777305141.108,62.434,685,0,0,0,0
1777305141.223,62.530,685,0,0,0,0
1777305141.260,62.633,685,0,0,0,0
1777305141.371,62.729,685,0,0,0,0
1777305141.491,62.825,684,0,0,0,0
1777305141.593,62.951,684,0,0,0,0
1777305141.719,63.038,683,0,0,0,0
1777305141.831,63.156,684,0,0,0,0
1777305141.932,63.247,683,0,0,0,0
1777305142.037,63.340,683,0,0,0,0
1777305142.140,63.469,683,0,0,0,0
1777305142.233,63.546,684,0,0,0,0
1777305142.290,63.647,684,0,0,0,0
1777305142.425,63.766,684,0,0,0,0
1777305142.525,63.861,684,0,0,0,0
1777305142.644,63.977,683,0,0,0,0
1777305142.729,64.059,683,0,0,0,0
1777305142.836,64.162,682,0,0,0,0
1777305142.952,64.277,683,0,0,0,0
1777305143.042,64.365,683,0,0,0,0
1777305143.165,64.477,683,0,0,0,0
1777305143.203,64.575,683,0,0,0,0
1777305143.338,64.678,684,0,0,0,0
1777305143.438,64.788,684,0,0,0,0
1777305143.565,64.875,685,0,0,0,0
1777305143.677,64.986,686,0,0,0,0
1777305143.720,65.083,686,0,0,0,0
1777305143.824,65.184,687,0,0,0,0
1777305143.920,65.294,685,0,0,0,0
1777305144.043,65.385,686,0,0,0,0
1777305144.175,65.499,686,0,0,0,0
1777305144.275,65.605,687,0,0,0,0
1777305144.369,65.699,687,0,0,0,0
1777305144.475,65.812,687,0,0,0,0
1777305144.602,65.901,686,0,0,0,0
1777305144.709,66.009,687,0,0,0,0
1777305144.803,66.111,686,0,0,0,0
1777305144.835,66.208,685,0,0,0,0
1777305145.010,66.323,681,0,0,0,0
1777305145.046,66.419,679,0,0,0,0
1777305145.174,66.520,678,0,0,0,0
1777305145.275,66.624,680,0,0,0,0
1777305145.383,66.716,682,0,0,0,0
1777305145.483,66.832,682,0,0,0,0
1777305145.591,66.933,683,0,0,0,0
1777305145.718,67.042,686,0,0,0,0
1777305145.807,67.141,686,0,0,0,0
1777305145.916,67.237,687,0,0,0,0
1777305146.022,67.337,688,0,0,0,0
1777305146.111,67.444,687,0,0,0,0
1777305146.234,67.543,689,0,0,0,0
1777305146.323,67.653,688,0,0,0,0
1777305146.420,67.750,688,0,0,0,0
1777305146.538,67.847,688,0,0,0,0
1777305146.617,67.949,687,0,0,0,0
1777305146.739,68.054,687,0,0,0,0
1777305146.845,68.156,688,0,0,0,0
1777305146.951,68.247,688,0,0,0,0
1777305146.991,68.364,687,0,0,0,0
1777305147.111,68.454,686,0,0,0,0
1777305147.221,68.581,686,0,0,0,0
1777305147.323,68.668,686,0,0,0,0
1777305147.439,68.761,685,0,0,0,0
1777305147.555,68.872,685,0,0,0,0
1777305147.649,68.975,685,0,0,0,0
1777305147.774,69.078,685,0,0,0,0
1777305147.859,69.174,685,0,0,0,0
1777305147.958,69.285,685,0,0,0,0
1777305148.075,69.390,685,0,0,0,0
1777305148.112,69.485,686,0,0,0,0
1777305148.229,69.585,685,0,0,0,0
1777305148.354,69.696,686,0,0,0,0
1777305148.451,69.781,687,0,0,0,0
1777305148.567,69.897,686,0,0,0,0
1777305148.656,69.989,685,0,0,0,0
1777305148.765,70.089,686,0,0,0,0
1777305148.875,70.198,686,0,0,0,0
1777305148.963,70.305,687,0,0,0,0
1777305149.054,70.405,687,0,0,0,0
1777305149.149,70.511,686,0,0,0,0
1777305149.257,70.599,687,0,0,0,0
1777305149.361,70.713,687,0,0,0,0
1777305149.478,70.804,687,0,0,0,0
1777305149.595,70.926,687,0,0,0,0
1777305149.700,71.018,687,0,0,0,0
1777305149.800,71.123,687,0,0,0,0
1777305149.925,71.220,686,0,0,0,0
1777305149.952,71.323,681,0,0,0,0
1777305150.057,71.431,679,0,0,0,0
1777305150.223,71.537,682,0,0,0,0
1777305150.252,71.625,682,0,0,0,0
1777305150.424,71.738,684,0,0,0,0
1777305150.458,71.831,684,0,0,0,0
1777305150.576,71.950,685,0,0,0,0
1777305150.692,72.035,686,0,0,0,0
1777305150.802,72.136,687,0,0,0,0
1777305150.898,72.244,688,0,0,0,0
1777305150.985,72.346,688,0,0,0,0
1777305151.126,72.452,688,0,0,0,0
1777305151.235,72.548,688,0,0,0,0
1777305151.328,72.653,687,0,0,0,0
1777305151.440,72.763,686,0,0,0,0
1777305151.542,72.853,685,0,0,0,0
1777305151.663,72.963,685,0,0,0,0
1777305151.700,73.059,685,0,0,0,0
1777305151.811,73.160,685,0,0,0,0
1777305151.903,73.276,684,0,0,0,0
1777305152.045,73.370,685,0,0,0,0
1777305152.141,73.479,685,0,0,0,0
1777305152.257,73.578,685,0,0,0,0
1777305152.355,73.672,684,0,0,0,0
1777305152.446,73.781,685,0,0,0,0
1777305152.565,73.874,685,0,0,0,0
1777305152.681,73.987,684,0,0,0,0
1777305152.775,74.095,685,0,0,0,0
1777305152.862,74.188,685,0,0,0,0
1777305152.967,74.301,685,0,0,0,0
1777305153.065,74.396,685,0,0,0,0
1777305153.189,74.499,686,0,0,0,0
1777305153.261,74.603,686,0,0,0,0
